table_id,Facility,Unit_or_Service,Intervention_Name,Metric_Name,Metric_Definition,Submetric,Baseline_Value,Baseline_Period,Post_Value,Post_Period,Delta_Value,Delta_Percent,Target_Goal,Status_Flag,Sample_Size_Baseline,Sample_Size_Post,Cost_Savings_Estimate,Staff_Hours_Saved,Patient_Safety_Impact,Satisfaction_Score_Impact,Notes,Last_Updated
Inpatient_LOS,Community Campus,Radiology,Cycle time optimization,Cost per Encounter,Average cost per encounter in USD,Cost per Encounter-Radiology,16.86,2024-07 to 2024-12,14.53506347,2025-01 to 2025-06,-2.32,-13.79,15.67,Green,378,294,48631.35,265,Low,4,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Community Campus,ICU,Cycle time optimization,LOS,Length of stay in days,LOS-ICU,8.5,2024-07 to 2024-12,11.92702589,2025-01 to 2025-06,3.43,40.32,7.14,Red,840,137,49751.48,219,Low,8,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Community Campus,ED,Triage automation,Throughput,Number of patients processed per day,Throughput-ED,5.69,2024-07 to 2024-12,7.93425442,2025-01 to 2025-06,2.24,39.44,5.25,Yellow,111,204,29613.38,236,Low,8,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,Ambulatory,Cycle time optimization,Cost per Encounter,Average cost per encounter in USD,Cost per Encounter-Ambulatory,18.2,2024-07 to 2024-12,20.28902659,2025-01 to 2025-06,2.09,11.48,15.82,Red,396,254,41567.4,478,Low,9,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,ED,Workflow redesign,No-Show,Percentage of patients missing appointments,No-Show-ED,16.78,2024-07 to 2024-12,17.23819309,2025-01 to 2025-06,0.46,2.73,14.09,Red,803,854,12707.96,161,High,8,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,ICU,Workflow redesign,Throughput,Number of patients processed per day,Throughput-ICU,13.78,2024-07 to 2024-12,10.89731783,2025-01 to 2025-06,-2.88,-20.92,11.59,Green,119,193,15102.76,86,High,5,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,ICU,Workflow redesign,Wait Time,Average wait time before service,Wait Time-ICU,10.2,2024-07 to 2024-12,5.549892293,2025-01 to 2025-06,-4.65,-45.59,8.83,Green,590,863,9270.47,429,Low,2,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Community Campus,ICU,Cycle time optimization,No-Show,Percentage of patients missing appointments,No-Show-ICU,2.8,2024-07 to 2024-12,1.397892014,2025-01 to 2025-06,-1.4,-50.08,2.56,Green,855,632,41992.93,272,Low,6,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,ED,Workflow redesign,Readmission,Percentage of patients readmitted within 30 days,Readmission-ED,2.71,2024-07 to 2024-12,5.984527717,2025-01 to 2025-06,3.27,120.83,2.52,Red,245,341,15427.01,78,High,10,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,Med-Surg,Cycle time optimization,Turnover Time,OR room turnover time in minutes,Turnover Time-Med-Surg,15.15,2024-07 to 2024-12,11.80104912,2025-01 to 2025-06,-3.35,-22.11,13.7,Green,696,531,41149.29,226,Moderate,6,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Main Hospital,Radiology,Workflow redesign,No-Show,Percentage of patients missing appointments,No-Show-Radiology,6.84,2024-07 to 2024-12,8.926462387,2025-01 to 2025-06,2.09,30.5,5.6,Red,959,448,46723.74,101,Low,1,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Community Campus,Radiology,Triage automation,LOS,Length of stay in days,LOS-Radiology,8.75,2024-07 to 2024-12,8.677829017,2025-01 to 2025-06,-0.07,-0.82,7.95,Yellow,302,142,49912.69,31,High,2,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,Ambulatory,Cycle time optimization,Cost per Encounter,Average cost per encounter in USD,Cost per Encounter-Ambulatory,8.98,2024-07 to 2024-12,9.201556317,2025-01 to 2025-06,0.22,2.47,8.02,Yellow,217,248,19546.69,91,Low,6,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Community Campus,ED,Cycle time optimization,Readmission,Percentage of patients readmitted within 30 days,Readmission-ED,2.36,2024-07 to 2024-12,5.970497646,2025-01 to 2025-06,3.61,152.99,2.01,Red,700,802,37696.52,212,Moderate,8,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Main Hospital,Ambulatory,Cycle time optimization,Wait Time,Average wait time before service,Wait Time-Ambulatory,16.25,2024-07 to 2024-12,19.96223852,2025-01 to 2025-06,3.71,22.84,14.59,Red,270,380,15212.56,469,Moderate,10,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Community Campus,Radiology,Cycle time optimization,Cycle Time,Total cycle time per patient visit in minutes,Cycle Time-Radiology,10.7,2024-07 to 2024-12,7.758672601,2025-01 to 2025-06,-2.94,-27.49,9.84,Green,991,159,41211.62,185,High,1,Monitored for trend post intervention.,8/19/2025
