table_id,Incident_ID,Date_Reported,Reported_By,Department,Regulatory_Domain,Incident_Type,Severity_Level+H1:R5,Description,Root_Cause,Immediate_Action_Taken,Corrective_Action_Required,Responsible_Owner,Due_Date,Resolution_Status,Resolution_Date,Audit_Reference,External_Reporting_Required,External_Report_Date,Financial_Impact,Patient_Impact,Patient_Notification_Status,Recurring_Incident_Flag,Review_Committee_Notes,Follow_Up_Audit_Scheduled,Last_Updated
Incidents_2025_H1,RCIT-2025-0081,5/1/2025,Compliance Officer,Finance,CMS,Privacy issue,High,Incident related to OSHA in Med-Surg,Staff non-adherence,Policy updated,Policy updated,Risk Manager,6/29/2025,Escalated,7/23/2025,POL-475,No,,0,Yes,Not Needed,Yes,Reviewed in committee meeting.,12/26/2025,2025-08-18T21:30:25.424503
Incidents_2025_H1,RCIT-2025-0082,2/28/2025,Compliance Officer,Radiology,Joint Commission,Privacy issue,Critical,Incident related to Joint Commission in Administration,Training gap,Policy updated,Policy updated,Dept Head,4/3/2025,Closed,4/9/2025,POL-849,Yes,,7815.89,No,Not Needed,No,Reviewed in committee meeting.,9/30/2025,2025-08-18T21:30:25.424526
Incidents_2025_H1,RCIT-2025-0083,2/15/2025,Nurse,ICU,CMS,Data breach,High,Incident related to Title VI in Finance,Documentation error,Policy updated,Policy updated,Legal Counsel,3/15/2025,Closed,4/8/2025,POL-683,Yes,,5939.22,Yes,Not Needed,No,Reviewed in committee meeting.,9/11/2025,2025-08-18T21:30:25.424548
Incidents_2025_H1,RCIT-2025-0084,3/1/2025,Nurse,ED,Joint Commission,Privacy issue,High,Incident related to CMS in ICU,System failure,Immediate mitigation,Staff retraining,Legal Counsel,5/7/2025,Closed,5/24/2025,POL-905,Yes,,44257.69,Yes,Completed,Yes,,11/3/2025,2025-08-18T21:30:25.424570
Incidents_2025_H1,RCIT-2025-0085,2/27/2025,Nurse,Administration,OSHA,EMTALA violation,Low,Incident related to EMTALA in ED,Staff non-adherence,Staff retraining,Staff retraining,Legal Counsel,4/2/2025,In-Progress,,POL-108,No,,93346.18,Yes,Not Needed,Yes,,9/29/2025,2025-08-18T21:30:25.424591
Incidents_2025_H1,RCIT-2025-0086,5/4/2025,Nurse,ED,Joint Commission,Safety lapse,Low,Incident related to Joint Commission in Administration,Documentation error,Immediate mitigation,Immediate mitigation,Risk Manager,6/6/2025,Open,,POL-711,No,,69985.62,Yes,Pending,Yes,,12/3/2025,2025-08-18T21:30:25.424612
Incidents_2025_H1,RCIT-2025-0087,6/12/2025,Compliance Officer,ED,HIPAA,Privacy issue,Low,Incident related to CMS in Radiology,Documentation error,Immediate mitigation,Technical fix,Legal Counsel,9/8/2025,Closed,9/16/2025,POL-355,Yes,9/13/2025,0,No,Completed,Yes,,3/7/2026,2025-08-18T21:30:25.424637
Incidents_2025_H1,RCIT-2025-0088,1/9/2025,Doctor,ED,CMS,Billing error,Low,Incident related to OSHA in Med-Surg,Training gap,Immediate mitigation,Technical fix,Compliance Officer,2/4/2025,Closed,2/23/2025,POL-148,No,,0,Yes,Pending,No,,8/3/2025,2025-08-18T21:30:25.424660
Incidents_2025_H1,RCIT-2025-0089,4/1/2025,Nurse,ED,EMTALA,Privacy issue,Critical,Incident related to HIPAA in Finance,Training gap,Policy updated,Policy updated,Compliance Officer,4/22/2025,Closed,4/29/2025,POL-257,Yes,,0,Yes,Pending,No,Reviewed in committee meeting.,10/19/2025,2025-08-18T21:30:25.424680
Incidents_2025_H1,RCIT-2025-0090,4/19/2025,Admin Staff,Administration,Joint Commission,Billing error,High,Incident related to HIPAA in ED,Documentation error,Immediate mitigation,Staff retraining,Risk Manager,6/22/2025,Open,,POL-167,Yes,6/27/2025,0,Yes,Completed,Yes,Reviewed in committee meeting.,12/19/2025,2025-08-18T21:30:25.424702
Incidents_2025_H1,RCIT-2025-0091,1/9/2025,Doctor,ED,Joint Commission,Data breach,High,Incident related to CMS in ED,Documentation error,Immediate mitigation,Staff retraining,Risk Manager,3/31/2025,Open,,POL-476,No,,48371.05,No,Completed,No,,9/27/2025,2025-08-18T21:30:25.424727
Incidents_2025_H1,RCIT-2025-0092,4/12/2025,Compliance Officer,Radiology,OSHA,Safety lapse,Low,Incident related to Title VI in Med-Surg,Documentation error,Immediate mitigation,Staff retraining,Risk Manager,6/10/2025,Escalated,6/22/2025,POL-765,No,,0,No,Not Needed,Yes,,12/7/2025,2025-08-18T21:30:25.424750
Incidents_2025_H1,RCIT-2025-0093,4/12/2025,Nurse,ICU,CMS,Billing error,High,Incident related to EMTALA in ICU,Documentation error,Staff retraining,Technical fix,Compliance Officer,7/11/2025,Closed,8/5/2025,POL-378,Yes,7/16/2025,0,Yes,Not Needed,No,,1/7/2026,2025-08-18T21:30:25.424772
Incidents_2025_H1,RCIT-2025-0094,1/16/2025,Nurse,Finance,Title VI,EMTALA violation,High,Incident related to Joint Commission in ICU,Staff non-adherence,Policy updated,Technical fix,Legal Counsel,2/18/2025,Closed,3/18/2025,POL-255,No,,95552.96,No,Not Needed,No,Reviewed in committee meeting.,8/17/2025,2025-08-18T21:30:25.424795
Incidents_2025_H1,RCIT-2025-0095,5/28/2025,Compliance Officer,Med-Surg,OSHA,EMTALA violation,Critical,Incident related to EMTALA in Radiology,Documentation error,Staff retraining,Policy updated,Legal Counsel,8/24/2025,Open,,POL-934,Yes,,3311.28,Yes,Pending,No,Reviewed in committee meeting.,2/20/2026,2025-08-18T21:30:25.424817
Incidents_2025_H1,RCIT-2025-0096,3/13/2025,Nurse,ICU,HIPAA,Billing error,Low,Incident related to Joint Commission in ICU,Staff non-adherence,Immediate mitigation,Technical fix,Dept Head,6/2/2025,Closed,6/25/2025,POL-803,No,6/7/2025,0,No,Pending,Yes,,11/29/2025,2025-08-18T21:30:25.424840
Incidents_2025_H1,RCIT-2025-0097,5/29/2025,Compliance Officer,Finance,EMTALA,EMTALA violation,High,Incident related to HIPAA in ICU,Staff non-adherence,Policy updated,Staff retraining,Dept Head,8/14/2025,Open,,POL-976,No,,0,No,Completed,No,,2/10/2026,2025-08-18T21:30:25.424859
Incidents_2025_H1,RCIT-2025-0098,1/22/2025,Nurse,ICU,Title VI,Billing error,Critical,Incident related to OSHA in ED,Staff non-adherence,Immediate mitigation,Immediate mitigation,Compliance Officer,2/3/2025,Closed,3/2/2025,POL-817,No,,90027.16,Yes,Not Needed,No,Reviewed in committee meeting.,8/2/2025,2025-08-18T21:30:25.424898
Incidents_2025_H1,RCIT-2025-0099,1/21/2025,Doctor,Radiology,Title VI,EMTALA violation,Critical,Incident related to CMS in Finance,Training gap,Immediate mitigation,Immediate mitigation,Legal Counsel,4/16/2025,In-Progress,,POL-555,No,4/21/2025,0,Yes,Pending,No,Reviewed in committee meeting.,10/13/2025,2025-08-18T21:30:25.424921
Incidents_2025_H1,RCIT-2025-0100,3/17/2025,Nurse,ICU,EMTALA,Safety lapse,High,Incident related to Joint Commission in Administration,Documentation error,Immediate mitigation,Staff retraining,Compliance Officer,5/20/2025,Closed,5/31/2025,POL-971,No,,0,No,Pending,No,,11/16/2025,2025-08-18T21:30:25.424942
Incidents_2025_H1,RCIT-2025-0101,1/2/2025,Nurse,Radiology,EMTALA,Safety lapse,High,Incident related to EMTALA in Radiology,Documentation error,Immediate mitigation,Policy updated,Dept Head,3/9/2025,Escalated,3/17/2025,POL-197,Yes,,0,No,Pending,No,Reviewed in committee meeting.,9/5/2025,2025-08-18T21:30:25.424968
Incidents_2025_H1,RCIT-2025-0102,6/9/2025,Doctor,Med-Surg,Joint Commission,Data breach,Moderate,Incident related to HIPAA in Finance,Training gap,Immediate mitigation,Policy updated,Compliance Officer,7/12/2025,In-Progress,,POL-758,No,,0,Yes,Pending,No,Reviewed in committee meeting.,1/8/2026,2025-08-18T21:30:25.424989
Incidents_2025_H1,RCIT-2025-0103,5/6/2025,Compliance Officer,Radiology,HIPAA,Billing error,High,Incident related to Title VI in Med-Surg,Documentation error,Staff retraining,Technical fix,Legal Counsel,6/13/2025,In-Progress,,POL-842,Yes,,0,No,Completed,Yes,,12/10/2025,2025-08-18T21:30:25.425008
Incidents_2025_H1,RCIT-2025-0104,6/7/2025,Doctor,Finance,HIPAA,Data breach,High,Incident related to Title VI in Radiology,Training gap,Immediate mitigation,Immediate mitigation,Dept Head,6/17/2025,Escalated,7/16/2025,POL-559,Yes,,0,Yes,Not Needed,Yes,Reviewed in committee meeting.,12/14/2025,2025-08-18T21:30:25.425031
Incidents_2025_H1,RCIT-2025-0105,2/21/2025,Doctor,ED,CMS,Privacy issue,Critical,Incident related to HIPAA in ED,Documentation error,Technical fix,Immediate mitigation,Risk Manager,4/26/2025,Escalated,4/30/2025,POL-462,Yes,,56916.56,No,Pending,Yes,Reviewed in committee meeting.,10/23/2025,2025-08-18T21:30:25.425053
Incidents_2025_H1,RCIT-2025-0106,4/5/2025,Doctor,Med-Surg,HIPAA,Data breach,High,Incident related to OSHA in Med-Surg,Training gap,Technical fix,Immediate mitigation,Risk Manager,6/16/2025,Closed,6/20/2025,POL-653,Yes,6/21/2025,0,No,Completed,No,,12/13/2025,2025-08-18T21:30:25.425077
Incidents_2025_H1,RCIT-2025-0107,4/12/2025,Compliance Officer,Med-Surg,HIPAA,Safety lapse,High,Incident related to OSHA in Radiology,Documentation error,Technical fix,Policy updated,Compliance Officer,5/30/2025,Closed,6/13/2025,POL-936,No,,53578.89,No,Not Needed,Yes,,11/26/2025,2025-08-18T21:30:25.425098
Incidents_2025_H1,RCIT-2025-0108,6/15/2025,Nurse,Finance,OSHA,Safety lapse,Moderate,Incident related to OSHA in Radiology,System failure,Policy updated,Staff retraining,Risk Manager,8/11/2025,Closed,8/12/2025,POL-605,No,,0,No,Pending,Yes,,2/7/2026,2025-08-18T21:30:25.425120
Incidents_2025_H1,RCIT-2025-0109,6/14/2025,Compliance Officer,Radiology,HIPAA,Privacy issue,Critical,Incident related to HIPAA in Radiology,Staff non-adherence,Policy updated,Technical fix,Risk Manager,9/7/2025,Closed,9/25/2025,POL-702,Yes,,78891.57,Yes,Completed,No,Reviewed in committee meeting.,3/6/2026,2025-08-18T21:30:25.425141
Incidents_2025_H1,RCIT-2025-0110,3/7/2025,Doctor,Finance,Joint Commission,EMTALA violation,Critical,Incident related to EMTALA in ICU,Staff non-adherence,Immediate mitigation,Technical fix,Compliance Officer,3/30/2025,Closed,4/15/2025,POL-606,No,,66348.9,No,Completed,No,Reviewed in committee meeting.,9/26/2025,2025-08-18T21:30:25.425166
Incidents_2025_H1,RCIT-2025-0111,4/1/2025,Compliance Officer,Administration,CMS,Billing error,High,Incident related to OSHA in ICU,Documentation error,Staff retraining,Policy updated,Legal Counsel,6/12/2025,Closed,6/26/2025,POL-145,Yes,6/17/2025,72453.78,No,Completed,No,Reviewed in committee meeting.,12/9/2025,2025-08-18T21:30:25.425190
Incidents_2025_H1,RCIT-2025-0112,4/9/2025,Admin Staff,Med-Surg,CMS,Billing error,Critical,Incident related to CMS in Med-Surg,Documentation error,Staff retraining,Technical fix,Legal Counsel,6/24/2025,Closed,7/9/2025,POL-697,Yes,,0,Yes,Pending,No,Reviewed in committee meeting.,12/21/2025,2025-08-18T21:30:25.425220
Incidents_2025_H1,RCIT-2025-0113,6/16/2025,Doctor,Med-Surg,EMTALA,Data breach,Moderate,Incident related to EMTALA in Med-Surg,Staff non-adherence,Immediate mitigation,Immediate mitigation,Compliance Officer,8/15/2025,Escalated,9/6/2025,POL-220,Yes,,0,Yes,Not Needed,No,,2/11/2026,2025-08-18T21:30:25.425245
Incidents_2025_H1,RCIT-2025-0114,6/18/2025,Nurse,Med-Surg,Title VI,Data breach,Critical,Incident related to OSHA in Med-Surg,Staff non-adherence,Staff retraining,Immediate mitigation,Compliance Officer,8/27/2025,Closed,8/30/2025,POL-254,No,,0,No,Not Needed,No,Reviewed in committee meeting.,2/23/2026,2025-08-18T21:30:25.425266
Incidents_2025_H1,RCIT-2025-0115,2/21/2025,Nurse,ICU,HIPAA,Billing error,Critical,Incident related to Joint Commission in Radiology,Staff non-adherence,Immediate mitigation,Immediate mitigation,Compliance Officer,3/25/2025,Closed,4/1/2025,POL-438,No,,0,Yes,Pending,Yes,Reviewed in committee meeting.,9/21/2025,2025-08-18T21:30:25.425288
Incidents_2025_H1,RCIT-2025-0116,4/28/2025,Nurse,ICU,Joint Commission,EMTALA violation,Moderate,Incident related to Joint Commission in Med-Surg,Documentation error,Staff retraining,Technical fix,Compliance Officer,6/5/2025,Closed,6/14/2025,POL-633,No,,0,Yes,Completed,Yes,,12/2/2025,2025-08-18T21:30:25.425309
Incidents_2025_H1,RCIT-2025-0117,3/3/2025,Admin Staff,Administration,Joint Commission,Data breach,Critical,Incident related to OSHA in Med-Surg,Staff non-adherence,Technical fix,Policy updated,Dept Head,4/25/2025,Closed,4/29/2025,POL-412,Yes,,96884.34,Yes,Completed,No,,10/22/2025,2025-08-18T21:30:25.425331
Incidents_2025_H1,RCIT-2025-0118,5/10/2025,Admin Staff,ICU,HIPAA,Safety lapse,Critical,Incident related to OSHA in Med-Surg,Staff non-adherence,Immediate mitigation,Immediate mitigation,Risk Manager,7/27/2025,In-Progress,,POL-115,No,8/1/2025,83560.72,Yes,Completed,Yes,Reviewed in committee meeting.,1/23/2026,2025-08-18T21:30:25.425358
Incidents_2025_H1,RCIT-2025-0119,6/13/2025,Nurse,Administration,Joint Commission,Data breach,Critical,Incident related to CMS in Radiology,Training gap,Staff retraining,Immediate mitigation,Risk Manager,7/25/2025,Closed,7/31/2025,POL-211,No,7/30/2025,22460.89,Yes,Not Needed,Yes,,1/21/2026,2025-08-18T21:30:25.425384
Incidents_2025_H1,RCIT-2025-0120,4/17/2025,Doctor,Administration,OSHA,Safety lapse,Moderate,Incident related to Title VI in ICU,Documentation error,Immediate mitigation,Staff retraining,Compliance Officer,6/7/2025,Closed,6/13/2025,POL-546,No,,60786.94,Yes,Not Needed,Yes,Reviewed in committee meeting.,12/4/2025,2025-08-18T21:30:25.425413
Incidents_2025_H1,RCIT-2025-0121,4/8/2025,Compliance Officer,Med-Surg,EMTALA,EMTALA violation,High,Incident related to Joint Commission in Administration,Documentation error,Policy updated,Policy updated,Legal Counsel,5/6/2025,Open,,POL-264,Yes,,0,No,Pending,No,,11/2/2025,2025-08-18T21:30:25.425436
Incidents_2025_H1,RCIT-2025-0122,3/13/2025,Admin Staff,Administration,EMTALA,Privacy issue,Moderate,Incident related to CMS in Administration,Training gap,Technical fix,Immediate mitigation,Compliance Officer,5/7/2025,Closed,5/12/2025,POL-560,Yes,,0,No,Pending,Yes,Reviewed in committee meeting.,11/3/2025,2025-08-18T21:30:25.425458
Incidents_2025_H1,RCIT-2025-0123,5/11/2025,Nurse,Radiology,EMTALA,EMTALA violation,Low,Incident related to Title VI in Med-Surg,Staff non-adherence,Policy updated,Immediate mitigation,Dept Head,6/13/2025,Closed,7/10/2025,POL-181,No,,75277.37,No,Pending,Yes,Reviewed in committee meeting.,12/10/2025,2025-08-18T21:30:25.425480
Incidents_2025_H1,RCIT-2025-0124,6/5/2025,Doctor,Radiology,HIPAA,Privacy issue,Low,Incident related to HIPAA in ED,Training gap,Immediate mitigation,Policy updated,Risk Manager,7/27/2025,Closed,8/20/2025,POL-221,No,,37252.78,Yes,Pending,No,Reviewed in committee meeting.,1/23/2026,2025-08-18T21:30:25.425502
Incidents_2025_H1,RCIT-2025-0125,6/18/2025,Doctor,ED,Joint Commission,EMTALA violation,Moderate,Incident related to Title VI in Med-Surg,Staff non-adherence,Policy updated,Immediate mitigation,Legal Counsel,7/26/2025,In-Progress,,POL-543,Yes,,0,Yes,Pending,Yes,Reviewed in committee meeting.,1/22/2026,2025-08-18T21:30:25.425530
Incidents_2025_H1,RCIT-2025-0126,3/2/2025,Compliance Officer,Radiology,CMS,Billing error,High,Incident related to HIPAA in Med-Surg,Staff non-adherence,Technical fix,Policy updated,Legal Counsel,4/2/2025,In-Progress,,POL-778,No,,68624.3,Yes,Not Needed,Yes,Reviewed in committee meeting.,9/29/2025,2025-08-18T21:30:25.425565
Incidents_2025_H1,RCIT-2025-0127,6/3/2025,Nurse,Med-Surg,HIPAA,Safety lapse,Moderate,Incident related to Title VI in ICU,Staff non-adherence,Immediate mitigation,Technical fix,Legal Counsel,6/30/2025,Closed,7/21/2025,POL-817,No,,6464.1,No,Pending,No,Reviewed in committee meeting.,12/27/2025,2025-08-18T21:30:25.425589
Incidents_2025_H1,RCIT-2025-0128,1/7/2025,Admin Staff,ED,EMTALA,Billing error,Critical,Incident related to CMS in Radiology,System failure,Staff retraining,Policy updated,Risk Manager,3/2/2025,Closed,3/22/2025,POL-342,No,,38619.83,No,Not Needed,No,Reviewed in committee meeting.,8/29/2025,2025-08-18T21:30:25.425612
Incidents_2025_H1,RCIT-2025-0129,1/26/2025,Doctor,ED,CMS,Safety lapse,Critical,Incident related to OSHA in Administration,Documentation error,Staff retraining,Immediate mitigation,Compliance Officer,2/11/2025,Open,,POL-571,Yes,2/16/2025,53240.44,No,Completed,No,,8/10/2025,2025-08-18T21:30:25.425635
Incidents_2025_H1,RCIT-2025-0130,1/25/2025,Nurse,ICU,Title VI,Data breach,High,Incident related to CMS in ICU,Staff non-adherence,Policy updated,Policy updated,Compliance Officer,4/25/2025,In-Progress,,POL-240,Yes,,0,No,Pending,Yes,Reviewed in committee meeting.,10/22/2025,2025-08-18T21:30:25.425661
Incidents_2025_H1,RCIT-2025-0131,4/8/2025,Doctor,Finance,Title VI,EMTALA violation,Low,Incident related to Title VI in Med-Surg,Staff non-adherence,Policy updated,Policy updated,Dept Head,4/26/2025,In-Progress,,POL-266,Yes,,13169.51,Yes,Completed,No,,10/23/2025,2025-08-18T21:30:25.425682
Incidents_2025_H1,RCIT-2025-0132,1/31/2025,Nurse,ICU,HIPAA,Billing error,Critical,Incident related to Title VI in ED,System failure,Technical fix,Policy updated,Compliance Officer,2/14/2025,Open,,POL-919,Yes,,38048.66,Yes,Pending,No,Reviewed in committee meeting.,8/13/2025,2025-08-18T21:30:25.425708
Incidents_2025_H1,RCIT-2025-0133,5/11/2025,Doctor,Administration,Title VI,Data breach,Low,Incident related to EMTALA in Administration,Training gap,Policy updated,Technical fix,Risk Manager,7/4/2025,Closed,8/3/2025,POL-242,No,,2676.5,Yes,Pending,Yes,Reviewed in committee meeting.,12/31/2025,2025-08-18T21:30:25.425731
Incidents_2025_H1,RCIT-2025-0134,3/18/2025,Compliance Officer,Radiology,EMTALA,Data breach,Moderate,Incident related to OSHA in ED,Staff non-adherence,Technical fix,Technical fix,Legal Counsel,5/7/2025,In-Progress,,POL-241,Yes,,31791.44,No,Completed,Yes,,11/3/2025,2025-08-18T21:30:25.425751
Incidents_2025_H1,RCIT-2025-0135,3/5/2025,Compliance Officer,Administration,OSHA,Privacy issue,Low,Incident related to HIPAA in Radiology,Documentation error,Staff retraining,Technical fix,Legal Counsel,5/20/2025,Escalated,6/7/2025,POL-866,Yes,,16912.54,No,Completed,No,Reviewed in committee meeting.,11/16/2025,2025-08-18T21:30:25.425773
Incidents_2025_H1,RCIT-2025-0136,5/6/2025,Admin Staff,Radiology,Title VI,Data breach,High,Incident related to Title VI in Radiology,Documentation error,Immediate mitigation,Immediate mitigation,Dept Head,7/25/2025,Closed,7/26/2025,POL-979,No,,28308.93,No,Pending,No,,1/21/2026,2025-08-18T21:30:25.425799
Incidents_2025_H1,RCIT-2025-0137,1/13/2025,Compliance Officer,Med-Surg,EMTALA,Data breach,Moderate,Incident related to HIPAA in ICU,System failure,Staff retraining,Technical fix,Risk Manager,3/24/2025,Closed,4/6/2025,POL-807,Yes,,0,Yes,Pending,Yes,,9/20/2025,2025-08-18T21:30:25.425820
Incidents_2025_H1,RCIT-2025-0138,5/1/2025,Doctor,Administration,OSHA,Data breach,Low,Incident related to Title VI in Radioloy,System failure,Staff retraining,Staff retraining,Compliance Officer,7/7/2025,Closed,7/16/2025,POL-642,Yes,,97857.38,Yes,Not Needed,No,,1/3/2026,2025-08-18T21:30:25.425842
Incidents_2025_H1,RCIT-2025-0139,5/12/2025,Compliance Officer,Administration,Joint Commission,EMTALA violation,Critical,Incident related to Title VI in ICU,Staff non-adherence,Staff retraining,Technical fix,Risk Manager,7/26/2025,Open,,POL-735,Yes,,0,No,Completed,No,,1/22/2026,2025-08-18T21:30:25.425862
Incidents_2025_H1,RCIT-2025-0140,4/14/2025,Compliance Officer,Radiology,EMTALA,Privacy issue,High,Incident related to Joint Commission in ICU,Staff non-adherence,Technical fix,Staff retraining,Risk Manager,7/8/2025,Closed,7/17/2025,POL-758,No,,7808.92,No,Not Needed,No,Reviewed in committee meeting.,1/4/2026,2025-08-18T21:30:25.425885
Incidents_2025_H1,RCIT-2025-0141,4/27/2025,Admin Staff,Finance,Title VI,Data breach,High,Incident related to Title VI in Finance,Training gap,Staff retraining,Staff retraining,Legal Counsel,5/8/2025,Closed,6/6/2025,POL-356,Yes,,1774.66,No,Pending,Yes,,11/4/2025,2025-08-18T21:30:25.425912
Incidents_2025_H1,RCIT-2025-0142,1/29/2025,Compliance Officer,Med-Surg,Title VI,EMTALA violation,Low,Incident related to CMS in Med-Surg,Training gap,Policy updated,Immediate mitigation,Dept Head,4/15/2025,Closed,4/25/2025,POL-194,Yes,4/20/2025,89456.21,Yes,Completed,Yes,,10/12/2025,2025-08-18T21:30:25.425935
Incidents_2025_H1,RCIT-2025-0143,6/13/2025,Nurse,Med-Surg,HIPAA,Billing error,Critical,Incident related to EMTALA in ED,System failure,Technical fix,Staff retraining,Legal Counsel,7/23/2025,In-Progress,,POL-957,No,,0,No,Completed,No,Reviewed in committee meeting.,1/19/2026,2025-08-18T21:30:25.425964
Incidents_2025_H1,RCIT-2025-0144,3/2/2025,Nurse,ICU,EMTALA,Privacy issue,High,Incident related to Title VI in ED,Documentation error,Staff retraining,Staff retraining,Risk Manager,5/23/2025,Escalated,6/5/2025,POL-722,Yes,5/28/2025,0,No,Pending,No,,11/19/2025,2025-08-18T21:30:25.425994
